"Gene","Module"
"METTL21A","turquoise"
"METTL21EP","grey"
"METTL22","blue"
"METTL23","turquoise"
"METTL25","turquoise"
"METTL2A","turquoise"
"METTL2B","turquoise"
"METTL3","turquoise"
"METTL4","turquoise"
"METTL5","turquoise"
"METTL6","turquoise"
"METTL8","turquoise"
"METTL9","turquoise"
"MEX3A","turquoise"
"MEX3B","grey"
"MEX3C","turquoise"
"MEX3D","turquoise"
"MFAP1","turquoise"
"MFAP2","grey"
"MFAP3","turquoise"
"MFAP3L","grey"
"MFF","turquoise"
"MFGE8","blue"
"MFHAS1","turquoise"
"MFN1","turquoise"
"MFN2","turquoise"
"MFSD1","turquoise"
"MFSD11","turquoise"
"MFSD12","blue"
"MFSD2A","blue"
"MFSD6","turquoise"
"MFSD6L","brown"
"MFSD8","turquoise"
"MGA","turquoise"
"MGAM","grey"
"MGAT1","blue"
"MGAT2","grey"
"MGAT3","grey"
"MGAT4A","grey"
"MGAT4B","blue"
"MGAT4D","brown"
"MGAT5","turquoise"
"MGLL","blue"
"MGME1","turquoise"
"MGMT","blue"
"MGP","yellow"
"MGRN1","blue"
"MGST1","grey"
"MGST2","turquoise"
"MGST3","turquoise"
"MIA","grey"
"MIA2","black"
"MIA3","turquoise"
"MIB1","turquoise"
"MIB2","blue"
"MICA","blue"
"MICAL1","blue"
"MICAL2","turquoise"
"MICAL3","blue"
"MICALL1","blue"
"MICALL2","blue"
"MICB","grey"
"MICU1","turquoise"
"MICU2","turquoise"
"MICU3","grey"
"MID1","turquoise"
"MID1IP1","blue"
"MID2","turquoise"
"MIDN","grey"
"MIEF1","turquoise"
"MIEF2","blue"
"MIEN1","blue"
"MIER1","turquoise"
"MIER2","blue"
"MIER3","turquoise"
"MIF","grey"
"MIF4GD","blue"
"MIIP","blue"
"MILR1","grey"
"MINK1","blue"
"MINPP1","turquoise"
"MIOS","turquoise"
"MIPEP","turquoise"
"MIPOL1","turquoise"
"MIS12","turquoise"
"MIS18A","turquoise"
"MIS18BP1","turquoise"
"MISP","blue"
"MITD1","turquoise"
"MITF","turquoise"
"MKI67","grey"
"MKKS","turquoise"
"MKLN1","turquoise"
"MKNK1","turquoise"
"MKNK2","blue"
"MKRN1","turquoise"
"MKRN2","turquoise"
"MKRN2OS","turquoise"
"MKRN3","grey"
"MKS1","turquoise"
"MKX","grey"
"MLANA","grey"
"MLC1","grey"
"MLEC","turquoise"
"MLF1","red"
"MLF2","blue"
"MLH1","turquoise"
"MLH3","turquoise"
"MLIP","grey"
"MLKL","turquoise"
"MLLT1","blue"
"MLLT10","turquoise"
"MLLT11","turquoise"
"MLLT3","grey"
"MLLT6","blue"
"MLPH","grey"
"MLST8","blue"
"MLX","turquoise"
"MLXIP","blue"
"MLXIPL","blue"
"MLYCD","blue"
"MMAA","turquoise"
"MMAB","turquoise"
"MMACHC","turquoise"
"MMADHC","turquoise"
"MMD","turquoise"
"MME","grey"
"MMEL1","brown"
"MMGT1","turquoise"
"MMP1","grey"
"MMP10","grey"
"MMP11","blue"
"MMP13","brown"
"MMP14","blue"
"MMP15","blue"
"MMP17","blue"
"MMP19","grey"
"MMP2","blue"
"MMP21","grey"
"MMP23B","blue"
"MMP24","blue"
"MMP25","grey"
"MMP28","blue"
"MMP7","grey"
"MMP9","grey"
"MMRN2","blue"
"MMS19","turquoise"
"MMS22L","turquoise"
"MN1","grey"
"MNAT1","turquoise"
"MND1","turquoise"
"MNS1","turquoise"
"MNT","blue"
"MNX1","grey"
"MOAP1","turquoise"
"MOB1A","turquoise"
"MOB1B","turquoise"
"MOB2","blue"
"MOB3A","blue"
"MOB3B","grey"
"MOB3C","turquoise"
"MOB4","turquoise"
"MOBP","brown"
"MOCOS","turquoise"
"MOCS1","blue"
"MOCS2","turquoise"
"MOCS3","turquoise"
"MOGAT2","brown"
"MOGS","blue"
"MOK","blue"
"MON1A","blue"
"MON1B","turquoise"
"MON2","turquoise"
"MORC2","turquoise"
"MORC3","turquoise"
"MORC4","turquoise"
"MORF4L1","turquoise"
"MORF4L2","turquoise"
"MORN1","blue"
"MORN2","turquoise"
"MORN3","grey"
"MORN4","turquoise"
"MORN5","green"
"MOSPD1","turquoise"
"MOSPD2","turquoise"
"MOSPD3","blue"
"MOV10","blue"
"MOV10L1","grey"
"MPC1","turquoise"
"MPC2","turquoise"
"MPDU1","turquoise"
"MPDZ","grey"
"MPG","blue"
"MPHOSPH10","turquoise"
"MPHOSPH6","turquoise"
"MPHOSPH8","turquoise"
"MPHOSPH9","turquoise"
"MPI","blue"
"MPL","blue"
"MPLKIP","turquoise"
"MPND","blue"
"MPP1","turquoise"
"MPP2","blue"
"MPP3","turquoise"
"MPP7","turquoise"
"MPPE1","turquoise"
"MPPED1","green"
"MPPED2","yellow"
"MPRIP","turquoise"
"MPST","blue"
"MPV17","turquoise"
"MPV17L","green"
"MPV17L2","blue"
"MPZ","grey"
"MPZL1","turquoise"
"MPZL2","grey"
"MPZL3","turquoise"
"MR1","grey"
"MRAP2","grey"
"MRAS","grey"
"MRC2","blue"
"MREG","turquoise"
"MRFAP1","turquoise"
"MRFAP1L1","turquoise"
"MRGBP","blue"
"MRGPRX3","yellow"
"MRI1","blue"
"MRM1","blue"
"MROH1","blue"
"MROH2A","yellow"
"MROH6","blue"
"MROH7","yellow"
"MROH7-TTC4","yellow"
"MROH8","turquoise"
"MROH9","brown"
"MRPL1","turquoise"
"MRPL10","turquoise"
"MRPL11","turquoise"
"MRPL12","blue"
"MRPL13","turquoise"
"MRPL14","blue"
"MRPL15","turquoise"
"MRPL16","turquoise"
"MRPL17","turquoise"
"MRPL18","turquoise"
"MRPL19","turquoise"
"MRPL2","blue"
"MRPL20","turquoise"
"MRPL21","turquoise"
"MRPL22","turquoise"
"MRPL23","blue"
"MRPL24","turquoise"
"MRPL27","turquoise"
"MRPL28","blue"
"MRPL3","turquoise"
"MRPL30","turquoise"
"MRPL32","turquoise"
"MRPL33","turquoise"
"MRPL34","turquoise"
"MRPL35","turquoise"
"MRPL36","turquoise"
"MRPL37","turquoise"
"MRPL38","blue"
"MRPL39","turquoise"
"MRPL4","blue"
"MRPL40","turquoise"
"MRPL41","blue"
"MRPL42","turquoise"
"MRPL43","turquoise"
"MRPL44","turquoise"
"MRPL45","turquoise"
"MRPL46","turquoise"
"MRPL47","turquoise"
"MRPL48","turquoise"
"MRPL49","turquoise"
"MRPL50","turquoise"
"MRPL51","turquoise"
"MRPL52","turquoise"
"MRPL53","red"
"MRPL54","blue"
"MRPL55","blue"
"MRPL57","turquoise"
"MRPL9","turquoise"
"MRPS10","turquoise"
"MRPS11","turquoise"
"MRPS12","blue"
"MRPS14","turquoise"
"MRPS15","turquoise"
"MRPS16","turquoise"
"MRPS17","turquoise"
"MRPS18A","blue"
"MRPS18B","black"
"MRPS18C","turquoise"
"MRPS2","blue"
"MRPS21","turquoise"
"MRPS22","turquoise"
"MRPS23","turquoise"
"MRPS24","blue"
"MRPS25","turquoise"
"MRPS26","blue"
"MRPS27","turquoise"
"MRPS28","turquoise"
"MRPS30","turquoise"
"MRPS31","turquoise"
"MRPS33","turquoise"
"MRPS34","blue"
"MRPS35","turquoise"
"MRPS5","turquoise"
"MRPS6","turquoise"
"MRPS7","turquoise"
"MRPS9","turquoise"
"MRRF","turquoise"
"MRS2","turquoise"
"MRTO4","turquoise"
"MS4A8","brown"
"MSANTD2","turquoise"
"MSANTD3","turquoise"
"MSANTD3-TMEFF1","green"
"MSANTD4","turquoise"
"MSGN1","brown"
"MSH2","turquoise"
"MSH3","turquoise"
"MSH5","grey"
"MSH5-SAPCD1","green"
"MSH6","turquoise"
"MSI1","blue"
"MSI2","turquoise"
"MSL1","turquoise"
"MSL2","turquoise"
"MSL3","turquoise"
"MSLN","blue"
"MSMB","brown"
"MSMO1","turquoise"
"MSMP","brown"
"MSN","red"
"MSRA","turquoise"
"MSRB1","blue"
"MSRB2","turquoise"
"MSRB3","turquoise"
"MSS51","turquoise"
"MST1","blue"
"MST1R","blue"
"MSTO1","turquoise"
"MT1E","grey"
"MT1F","blue"
"MT1G","yellow"
"MT1X","blue"
"MT2A","blue"
"MT3","yellow"
"MTA1","blue"
"MTA2","turquoise"
"MTA3","turquoise"
"MTAP","turquoise"
"MTBP","turquoise"
"MTCH1","blue"
"MTCH2","turquoise"
"MTCL1","turquoise"
"MTCP1","turquoise"
"MTDH","turquoise"
"MTERF1","turquoise"
"MTERF2","turquoise"
"MTERF3","turquoise"
"MTERF4","turquoise"
"MTF1","turquoise"
"MTF2","turquoise"
"MTFMT","turquoise"
"MTFP1","blue"
"MTFR1","turquoise"
"MTFR1L","turquoise"
"MTFR2","grey"
"MTG1","blue"
"MTG2","blue"
"MTHFD1","turquoise"
"MTHFD1L","turquoise"
"MTHFD2","turquoise"
"MTHFD2L","turquoise"
"MTHFR","blue"
"MTHFS","turquoise"
"MTHFSD","turquoise"
"MTIF2","turquoise"
"MTIF3","turquoise"
"MTM1","turquoise"
"MTMR1","turquoise"
"MTMR10","turquoise"
"MTMR11","turquoise"
"MTMR12","turquoise"
"MTMR14","turquoise"
"MTMR2","turquoise"
"MTMR3","turquoise"
"MTMR4","turquoise"
"MTMR6","turquoise"
"MTMR7","grey"
"MTMR8","grey"
"MTMR9","turquoise"
"MTNR1A","brown"
"MTO1","turquoise"
"MTOR","turquoise"
"MTPAP","turquoise"
"MTPN","green"
"MTR","turquoise"
"MTRF1","turquoise"
"MTRF1L","turquoise"
"MTRR","turquoise"
"MTSS1","turquoise"
"MTTP","grey"
"MTURN","grey"
"MTUS1","turquoise"
"MTUS2","grey"
"MTX1","blue"
"MTX2","turquoise"
"MTX3","turquoise"
"MUC1","grey"
"MUC12","blue"
"MUC13","grey"
"MUC15","brown"
"MUC16","grey"
"MUC19","grey"
"MUC2","brown"
"MUC20","blue"
"MUC21","brown"
"MUC3A","grey"
"MUC4","grey"
"MUC5B","grey"
"MUCL1","brown"
"MUL1","blue"
"MUS81","blue"
"MUSTN1","grey"
"MUTYH","blue"
"MVB12A","blue"
"MVB12B","blue"
"MVD","blue"
"MVK","blue"
"MVP","blue"
"MX1","turquoise"
"MX2","grey"
"MXD1","turquoise"
"MXD3","blue"
"MXD4","blue"
"MXI1","turquoise"
"MXRA5","brown"
"MXRA7","turquoise"
"MXRA8","blue"
"MYADM","blue"
"MYB","grey"
"MYBBP1A","blue"
"MYBL1","turquoise"
"MYBL2","blue"
"MYBPC1","grey"
"MYC","blue"
"MYCBP","turquoise"
"MYCBP2","turquoise"
"MYCBPAP","grey"
"MYCL","grey"
"MYCT1","grey"
"MYD88","turquoise"
"MYEF2","grey"
"MYEOV","grey"
"MYH10","turquoise"
"MYH11","blue"
"MYH14","green"
"MYH15","turquoise"
"MYH3","grey"
"MYH6","brown"
"MYH7B","blue"
"MYH9","blue"
"MYL12A","turquoise"
"MYL12B","turquoise"
"MYL5","blue"
"MYL6","turquoise"
"MYL6B","blue"
"MYL9","blue"
"MYLIP","turquoise"
"MYLK","turquoise"
"MYLK3","turquoise"
"MYLK4","turquoise"
"MYNN","turquoise"
"MYO10","turquoise"
"MYO15A","grey"
"MYO15B","blue"
"MYO16","grey"
"MYO18A","blue"
"MYO19","blue"
"MYO1A","grey"
"MYO1B","turquoise"
"MYO1C","blue"
"MYO1D","grey"
"MYO1E","grey"
"MYO1F","grey"
"MYO1H","grey"
"MYO3A","yellow"
"MYO3B","grey"
"MYO5A","turquoise"
"MYO5B","grey"
"MYO5C","turquoise"
"MYO6","turquoise"
"MYO7A","blue"
"MYO9A","turquoise"
"MYO9B","blue"
"MYOF","grey"
"MYOM1","grey"
"MYOM2","grey"
"MYOT","grey"
"MYPOP","blue"
"MYRF","blue"
"MYRIP","grey"
"MYSM1","turquoise"
"MYZAP","grey"
"MZB1","grey"
"MZF1","blue"
"MZT1","turquoise"
"MZT2A","blue"
"MZT2B","blue"
"N4BP1","turquoise"
"N4BP2","turquoise"
"N4BP2L1","turquoise"
"N4BP2L2","turquoise"
"N4BP3","blue"
"NAA10","blue"
"NAA15","turquoise"
"NAA16","turquoise"
"NAA20","turquoise"
"NAA25","turquoise"
"NAA30","turquoise"
"NAA35","turquoise"
"NAA38","blue"
"NAA40","turquoise"
"NAA50","turquoise"
"NAA60","blue"
"NAAA","turquoise"
"NAALAD2","turquoise"
"NAALADL1","grey"
"NAALADL2","grey"
"NAB1","turquoise"
"NAB2","blue"
"NABP1","grey"
"NABP2","turquoise"
"NACA","turquoise"
"NACAD","blue"
"NACC1","blue"
"NACC2","blue"
"NADK","blue"
"NADK2","turquoise"
"NADSYN1","blue"
"NAE1","turquoise"
"NAF1","turquoise"
"NAGA","blue"
"NAGK","turquoise"
"NAGLU","blue"
"NAGPA","blue"
"NAGS","grey"
"NAIF1","blue"
"NAIP","turquoise"
"NAMPT","turquoise"
"NANOS1","grey"
"NANP","turquoise"
"NANS","turquoise"
"NAP1L1","turquoise"
"NAP1L2","grey"
"NAP1L4","turquoise"
"NAP1L5","grey"
"NAPA","blue"
"NAPB","turquoise"
"NAPEPLD","turquoise"
"NAPG","turquoise"
"NAPRT","blue"
"NAPSA","grey"
"NARF","blue"
"NARS2","turquoise"
"NASP","turquoise"
"NAT1","turquoise"
"NAT10","turquoise"
"NAT14","blue"
"NAT2","grey"
"NAT8","brown"
"NAT9","blue"
"NATD1","blue"
"NAV1","turquoise"
"NAV2","grey"
"NAV3","grey"
"NBAS","turquoise"
"NBEA","grey"
"NBEAL1","turquoise"
"NBEAL2","blue"
"NBL1","blue"
"NBN","turquoise"
"NBPF1","turquoise"
"NBPF10","turquoise"
"NBPF11","turquoise"
"NBPF12","turquoise"
"NBPF14","turquoise"
"NBPF15","turquoise"
"NBPF20","turquoise"
"NBPF3","turquoise"
"NBPF8","turquoise"
"NBPF9","turquoise"
"NBR1","turquoise"
"NCALD","grey"
"NCAM1","grey"
"NCAM2","yellow"
"NCAPD2","turquoise"
"NCAPD3","turquoise"
"NCAPG","turquoise"
"NCAPG2","turquoise"
"NCAPH","turquoise"
"NCAPH2","blue"
"NCBP1","turquoise"
"NCBP2","turquoise"
"NCCRP1","grey"
"NCDN","blue"
"NCEH1","turquoise"
"NCF1","grey"
"NCF2","grey"
"NCF4","grey"
"NCK1","turquoise"
"NCK2","blue"
"NCKAP1","turquoise"
"NCKAP5","grey"
"NCKAP5L","blue"
"NCKIPSD","blue"
"NCL","turquoise"
"NCLN","blue"
"NCMAP","green"
"NCOA1","turquoise"
"NCOA2","turquoise"
"NCOA3","turquoise"
"NCOA4","turquoise"
"NCOA5","turquoise"
"NCOA6","turquoise"
"NCOA7","turquoise"
"NCOR1","turquoise"
"NCOR2","blue"
"NCR3LG1","turquoise"
"NCS1","blue"
"NCSTN","turquoise"
"NDC1","turquoise"
"NDC80","grey"
"NDE1","turquoise"
"NDEL1","turquoise"
"NDFIP1","turquoise"
"NDFIP2","turquoise"
"NDN","green"
"NDNF","yellow"
"NDOR1","blue"
"NDP","grey"
"NDRG1","turquoise"
"NDRG2","turquoise"
"NDRG3","turquoise"
"NDRG4","blue"
"NDST1","turquoise"
"NDST2","red"
"NDUFA1","turquoise"
"NDUFA10","turquoise"
"NDUFA11","blue"
"NDUFA12","turquoise"
"NDUFA13","blue"
"NDUFA2","blue"
"NDUFA3","blue"
"NDUFA5","turquoise"
"NDUFA6","turquoise"
"NDUFA7","blue"
"NDUFA8","turquoise"
"NDUFA9","turquoise"
"NDUFAB1","turquoise"
"NDUFAF1","turquoise"
"NDUFAF2","turquoise"
"NDUFAF3","blue"
"NDUFAF4","turquoise"
"NDUFAF5","turquoise"
"NDUFAF6","turquoise"
"NDUFAF7","turquoise"
"NDUFB1","turquoise"
"NDUFB10","blue"
"NDUFB11","blue"
"NDUFB2","turquoise"
"NDUFB3","turquoise"
"NDUFB4","turquoise"
"NDUFB5","turquoise"
"NDUFB6","turquoise"
"NDUFB7","blue"
"NDUFB8","turquoise"
"NDUFB9","turquoise"
"NDUFC1","turquoise"
"NDUFC2","turquoise"
"NDUFC2-KCTD14","brown"
"NDUFS1","turquoise"
"NDUFS2","turquoise"
"NDUFS3","turquoise"
"NDUFS4","turquoise"
"NDUFS5","turquoise"
"NDUFS6","blue"
"NDUFS7","blue"
"NDUFS8","blue"
"NDUFV1","blue"
"NDUFV2","turquoise"
"NDUFV3","turquoise"
"NEB","turquoise"
"NEBL","turquoise"
"NECAB1","grey"
"NECAB3","blue"
"NECAP1","turquoise"
"NECAP2","turquoise"
"NEDD1","turquoise"
"NEDD4","turquoise"
"NEDD4L","turquoise"
"NEDD8","turquoise"
"NEDD8-MDP1","grey"
"NEDD9","turquoise"
"NEFH","grey"
"NEGR1","red"
"NEIL1","blue"
"NEIL2","turquoise"
"NEIL3","yellow"
"NEK1","turquoise"
"NEK10","red"
"NEK11","turquoise"
"NEK2","turquoise"
"NEK3","turquoise"
"NEK4","turquoise"
"NEK5","grey"
"NEK6","grey"
"NEK7","turquoise"
"NEK8","blue"
"NEK9","turquoise"
"NELFA","blue"
"NELFB","blue"
"NELFCD","turquoise"
"NELFE","black"
"NELL2","grey"
"NEMF","turquoise"
"NENF","blue"
"NEO1","turquoise"
"NES","grey"
"NET1","turquoise"
"NETO2","turquoise"
"NEU1","black"
"NEU3","turquoise"
"NEU4","grey"
"NEURL1","grey"
"NEURL1B","blue"
"NEURL2","blue"
"NEURL3","grey"
"NEURL4","blue"
"NEUROD2","yellow"
"NEXN","turquoise"
"NF1","turquoise"
"NF2","blue"
"NFAM1","grey"
"NFASC","turquoise"
"NFAT5","turquoise"
"NFATC1","grey"
"NFATC2","grey"
"NFATC2IP","turquoise"
"NFATC3","turquoise"
"NFATC4","blue"
"NFE2","blue"
"NFE2L1","turquoise"
"NFE2L2","turquoise"
"NFE2L3","grey"
"NFIA","turquoise"
"NFIB","grey"
"NFIC","blue"
"NFIL3","grey"
"NFIX","grey"
"NFKB1","turquoise"
"NFKB2","blue"
"NFKBIA","turquoise"
"NFKBIB","blue"
"NFKBID","blue"
"NFKBIE","blue"
"NFKBIL1","blue"
"NFKBIZ","grey"
"NFRKB","turquoise"
"NFS1","turquoise"
"NFU1","turquoise"
"NFX1","turquoise"
"NFXL1","turquoise"
"NFYA","turquoise"
"NFYB","turquoise"
"NFYC","turquoise"
"NGB","green"
"NGDN","turquoise"
"NGEF","blue"
"NGFR","grey"
"NGLY1","turquoise"
"NGRN","turquoise"
"NHEJ1","turquoise"
"NHLH2","yellow"
"NHLRC1","blue"
"NHLRC2","turquoise"
"NHLRC3","turquoise"
"NHLRC4","blue"
"NHP2","blue"
"NHS","grey"
"NHSL1","turquoise"
"NHSL2","grey"
"NICN1","red"
"NID1","turquoise"
"NID2","grey"
"NIF3L1","turquoise"
"NIFK","turquoise"
"NIN","turquoise"
"NINJ1","blue"
"NINJ2","grey"
"NINL","blue"
"NIP7","turquoise"
"NIPA1","turquoise"
"NIPA2","turquoise"
"NIPAL1","grey"
"NIPAL2","turquoise"
"NIPAL3","turquoise"
"NIPAL4","grey"
"NIPBL","turquoise"
"NIPSNAP1","turquoise"
"NIPSNAP3A","turquoise"
"NIPSNAP3B","turquoise"
"NISCH","blue"
"NIT1","turquoise"
"NIT2","turquoise"
"NKAIN3","brown"
"NKAP","turquoise"
"NKAPL","grey"
"NKD1","grey"
"NKD2","grey"
"NKIRAS1","turquoise"
"NKIRAS2","blue"
"NKPD1","blue"
"NKRF","turquoise"
"NKTR","turquoise"
"NKX1-2","brown"
"NKX2-1","brown"
"NKX2-8","brown"
"NKX3-1","turquoise"
"NKX6-2","brown"
"NLE1","blue"
"NLGN1","yellow"
"NLGN2","blue"
"NLGN3","grey"
"NLGN4X","yellow"
"NLGN4Y","grey"
"NLK","turquoise"
"NLN","turquoise"
"NLRC3","grey"
"NLRC5","grey"
"NLRP1","red"
"NLRP10","yellow"
"NLRP14","green"
"NLRP2","grey"
"NLRX1","blue"
"NMB","blue"
"NMBR","green"
"NMD3","turquoise"
"NME1","turquoise"
"NME1-NME2","grey"
"NME2","turquoise"
"NME3","blue"
"NME4","blue"
"NME5","green"
"NME6","turquoise"
"NME7","turquoise"
"NME9","grey"
"NMI","grey"
"NMNAT1","turquoise"
"NMNAT2","turquoise"
"NMNAT3","turquoise"
"NMRAL1","blue"
"NMRK1","turquoise"
"NMT1","turquoise"
"NMT2","turquoise"
"NMU","turquoise"
"NNAT","grey"
"NNT","turquoise"
"NOA1","turquoise"
"NOB1","blue"
"NOC2L","blue"
"NOC3L","turquoise"
"NOC4L","blue"
"NOD1","turquoise"
"NOD2","grey"
"NOL10","turquoise"
"NOL11","turquoise"
"NOL12","blue"
"NOL3","blue"
"NOL4L","turquoise"
"NOL6","blue"
"NOL7","turquoise"
"NOL8","turquoise"
"NOL9","turquoise"
"NOLC1","turquoise"
"NOM1","turquoise"
"NOMO1","turquoise"
"NOMO2","turquoise"
"NOMO3","turquoise"
"NONO","turquoise"
"NOP10","turquoise"
"NOP14","turquoise"
"NOP16","turquoise"
"NOP2","blue"
"NOP56","turquoise"
"NOP58","turquoise"
"NOP9","turquoise"
"NOS1","yellow"
"NOS1AP","grey"
"NOS2","grey"
"NOS3","grey"
"NOSIP","blue"
"NOTCH1","blue"
"NOTCH2","turquoise"
"NOTCH3","blue"
"NOTCH4","black"
"NOVA1","grey"
"NOX1","grey"
"NOXA1","blue"
"NOXO1","brown"
"NOXRED1","turquoise"
"NPAS1","blue"
"NPAS2","grey"
"NPAS3","yellow"
"NPAT","turquoise"
"NPB","grey"
"NPC1","turquoise"
"NPC1L1","grey"
"NPC2","turquoise"
"NPDC1","blue"
"NPEPL1","blue"
"NPEPPS","turquoise"
"NPFF","grey"
"NPFFR2","grey"
"NPHP1","turquoise"
"NPHP3","turquoise"
"NPHP3-ACAD11","red"
"NPHP4","blue"
"NPIPA1","blue"
"NPIPA2","grey"
"NPIPA3","grey"
"NPIPA5","grey"
"NPIPA7","red"
"NPIPA8","grey"
"NPIPB3","blue"
"NPIPB5","blue"
"NPIPB6","grey"
"NPIPB9","grey"
"NPL","turquoise"
"NPLOC4","blue"
"NPM1","turquoise"
"NPM2","blue"
"NPM3","blue"
"NPNT","brown"
"NPPA","grey"
"NPR2","turquoise"
"NPR3","grey"
"NPRL2","turquoise"
"NPRL3","blue"
"NPTN","turquoise"
"NPTX1","grey"
"NPTXR","blue"
"NPW","yellow"
"NQO1","turquoise"
"NQO2","turquoise"
"NR1D1","blue"
"NR1D2","turquoise"
"NR1H2","blue"
"NR1H3","blue"
"NR1I2","grey"
"NR1I3","grey"
"NR2C1","turquoise"
"NR2C2","turquoise"
"NR2C2AP","blue"
"NR2E3","grey"
"NR2F1","grey"
"NR2F2","turquoise"
"NR2F6","blue"
"NR3C1","turquoise"
"NR3C2","grey"
"NR4A1","grey"
"NR4A2","grey"
"NR4A3","grey"
"NR5A2","grey"
"NR6A1","grey"
"NRARP","grey"
"NRAS","turquoise"
"NRBF2","turquoise"
"NRBP1","turquoise"
"NRBP2","blue"
"NRCAM","grey"
"NRDE2","turquoise"
"NREP","grey"
"NRF1","turquoise"
"NRG1","turquoise"
"NRG2","black"
"NRG4","grey"
"NRGN","blue"
"NRIP1","turquoise"
"NRIP2","grey"
"NRIP3","turquoise"
"NRL","blue"
"NRM","black"
"NRP1","grey"
"NRP2","turquoise"
"NRSN2","blue"
"NRTN","grey"
"NRXN1","yellow"
"NRXN3","grey"
"NSA2","turquoise"
"NSD1","turquoise"
"NSDHL","turquoise"
"NSF","turquoise"
"NSFL1C","turquoise"
"NSG1","grey"
"NSL1","turquoise"
"NSMAF","turquoise"
"NSMCE1","turquoise"
"NSMCE2","turquoise"
"NSMCE4A","turquoise"
"NSMF","blue"
"NSRP1","turquoise"
"NSUN2","turquoise"
"NSUN3","turquoise"
"NSUN4","turquoise"
"NSUN5","blue"
"NSUN6","turquoise"
"NSUN7","turquoise"
"NT5C","blue"
"NT5C1B","yellow"
"NT5C2","turquoise"
"NT5C3A","turquoise"
"NT5C3B","turquoise"
"NT5DC1","turquoise"
"NT5DC2","blue"
"NT5DC3","turquoise"
"NT5E","turquoise"
"NT5M","blue"
"NTAN1","turquoise"
"NTF4","yellow"
"NTHL1","blue"
"NTMT1","blue"
"NTN1","grey"
"NTN4","turquoise"
"NTN5","grey"
"NTNG1","green"
"NTNG2","yellow"
"NTPCR","turquoise"
"NTRK2","grey"
"NTS","grey"
"NUAK1","turquoise"
"NUAK2","grey"
"NUB1","turquoise"
"NUBP1","turquoise"
"NUBP2","blue"
"NUBPL","turquoise"
"NUCB1","blue"
"NUCB2","turquoise"
"NUCKS1","turquoise"
"NUDC","turquoise"
"NUDCD1","turquoise"
"NUDCD2","turquoise"
"NUDCD3","turquoise"
"NUDT1","blue"
"NUDT11","green"
"NUDT12","turquoise"
"NUDT13","turquoise"
"NUDT14","blue"
"NUDT15","turquoise"
"NUDT16","turquoise"
"NUDT16L1","blue"
"NUDT17","blue"
"NUDT18","blue"
"NUDT19","turquoise"
"NUDT2","turquoise"
"NUDT21","turquoise"
"NUDT22","blue"
"NUDT3","turquoise"
"NUDT4","turquoise"
"NUDT5","turquoise"
"NUDT6","turquoise"
"NUDT7","turquoise"
"NUDT8","blue"
"NUDT9","turquoise"
"NUF2","turquoise"
"NUFIP1","turquoise"
"NUFIP2","turquoise"
"NUMA1","blue"
"NUMB","turquoise"
"NUMBL","blue"
"NUP107","turquoise"
"NUP133","turquoise"
"NUP153","turquoise"
"NUP155","turquoise"
"NUP160","turquoise"
"NUP188","turquoise"
"NUP205","turquoise"
"NUP210","blue"
"NUP214","turquoise"
"NUP35","turquoise"
"NUP37","turquoise"
"NUP43","turquoise"
"NUP50","turquoise"
"NUP54","turquoise"
"NUP62","blue"
"NUP62CL","turquoise"
"NUP85","turquoise"
"NUP88","turquoise"
"NUP93","turquoise"
"NUP98","turquoise"
"NUPR1","blue"
"NUS1","turquoise"
"NUSAP1","turquoise"
"NUTF2","turquoise"
"NUTM2A","grey"
"NUTM2B","blue"
"NUTM2D","blue"
"NUTM2G","yellow"
"NVL","turquoise"
"NWD1","green"
"NWD2","yellow"
"NXF1","blue"
"NXF2","grey"
"NXF2B","green"
"NXF3","grey"
"NXN","blue"
"NXPE3","turquoise"
"NXPH3","grey"
"NXPH4","blue"
"NXT1","blue"
"NXT2","turquoise"
"NYAP1","green"
"NYAP2","grey"
"NYNRIN","grey"
"OAF","blue"
"OARD1","turquoise"
"OAS1","grey"
"OAS2","grey"
"OAS3","grey"
"OASL","grey"
"OAT","turquoise"
"OAZ1","blue"
"OAZ2","turquoise"
"OAZ3","turquoise"
"OBSCN","blue"
"OBSL1","blue"
"OCA2","grey"
"OCEL1","blue"
"OCIAD1","turquoise"
"OCIAD2","turquoise"
"OCLN","turquoise"
"OCRL","turquoise"
"ODC1","turquoise"
"ODF1","brown"
"ODF2","turquoise"
"ODF2L","turquoise"
"OFD1","turquoise"
"OGDH","blue"
"OGDHL","blue"
"OGFOD1","turquoise"
"OGFOD2","blue"
"OGFOD3","blue"
"OGFR","blue"
"OGFRL1","turquoise"
"OGG1","blue"
"OGT","turquoise"
"OIP5","turquoise"
"OLA1","turquoise"
"OLFM1","yellow"
"OLFM2","blue"
"OLFM4","green"
"OLFML2A","grey"
"OLFML2B","grey"
"OMA1","turquoise"
"OMG","grey"
"OOEP","grey"
"OPA1","turquoise"
"OPA3","blue"
"OPCML","yellow"
"OPHN1","turquoise"
"OPLAH","blue"
"OPN3","turquoise"
"OPRL1","blue"
"OPTN","turquoise"
"OR13A1","brown"
"OR1M1","brown"
"OR2A7","grey"
"OR2AG2","grey"
"OR2L2","green"
"OR51B5","brown"
"OR51E1","brown"
"OR52N4","green"
"OR7D2","grey"
"ORAI1","blue"
"ORAI2","blue"
"ORAI3","blue"
"ORC1","turquoise"
